title,description,season,episode,episode_title,content,genre
,,1,26,"죽음의 숲 인터뷰, 나뭇잎마을 학급신문이다 이거!","이 화는 코노하마루가 학교 신문을 만든다는 설정으로 진행되는 특집 형식의 요약편이다. 코노하마루와 동료들은 초닌 시험을 준비 중인 나루토 일행과 여러 닌자들을 찾아다니며 인터뷰를 시도하고, 그 과정에서 지금까지의 주요 사건들이 회상 장면으로 다시 보여진다. 나루토가 입학 초기부터 벌여 온 소동들, 7반이 결성된 과정, 카카시의 종 벨 시험, 파도 나라 임무와 자부자·하쿠와의 전투, 나루토와 사스케·사쿠라 각각의 특징과 관계, 다른 동기들(이노·시카마루·초지·네지·히나타·키바·락리·텐텐 등)이 가진 능력과 성격 등이 간단히 정리된다. 동시에 코노하마루가 취재를 통해 초닌 시험의 개요와 위험성을 듣게 되고, 죽음의 숲이라는 이름의 유래, 그곳에 존재하는 맹수와 함정, 그리고 앞으로 진행될 시험이 생존을 전제로 한 혹독한 시험이라는 점이 강조된다. 마지막에는 안코가 죽음의 숲 입구에서 수험생들을 기다리고 있고, 참가자들이 그곳으로 모여들며 본격적인 2차 시험이 시작될 것임을 예고하는 장면으로 마무리된다.",
,,1,27,제2시험 시작! 사방이 적이다!,"수험생 전원이 훈련장 44, 일명 ‘죽음의 숲’ 입구에 집결하고, 안코가 2차 시험의 규칙을 자세히 설명한다. 각 팀은 ‘천(하늘)’과 ‘지(땅)’ 두 종류의 두루마리 중 한 종류만을 배부받고, 다섯 날 동안 숲 안에서 다른 팀을 습격해 자신들이 갖고 있지 않은 종류의 두루마리를 빼앗은 뒤, 두 종류의 두루마리를 모두 지닌 상태로 중앙의 탑에 도착해야 한다는 것이 목표로 제시된다. 시험 도중에는 다른 팀의 두루마리를 빼앗기거나 전원 전투불능이 되면 탈락이며, 숲에는 맹수와 함정도 많아 사망자가 나올 수 있다는 경고가 덧붙는다. 참가자들은 책임은 본인에게 있다는 서약서에 서명한 뒤, 각 팀별로 두루마리를 수령한다. 7반은 비밀번호를 정해두고 혹시나 변신술로 위장한 적을 가려내기로 합의한 뒤 숲 안으로 들어간다. 동시에, 시험 시작 전부터 다른 마을의 닌자들이 서로를 노리며 소규모 접전을 벌이고, 수상한 풀 마을(초가쿠레) 팀이 시험장 안으로 들어와 다른 팀을 노리기 시작하는 모습이 비춰지며, 죽음의 숲에서의 생존 경쟁이 본격적으로 시작된다. ",
,,1,28,먹느냐 먹히느냐! 먹이가 된 나루토!,"죽음의 숲 안으로 들어간 7반은 한동안 적을 만나지 못하다가, 잠시 자리를 비운 나루토와 다시 합류한 뒤 어딘가 이상함을 느낀 사스케가 나루토의 장비 위치를 보고 눈치를 챈다. 사스케는 눈앞의 나루토가 진짜가 아니라고 판단하고 공격을 가하고, 변신이 풀리며 정체가 드러난 적 닌자와의 전투가 벌어진다. 이를 계기로 숲 속에서 7반을 노리던 적 팀의 기습이 본격화되고, 강풍과 함께 나타난 풀 마을의 수험생(사실은 변장한 인물)의 술법에 의해 사스케와 사쿠라는 강한 살의와 환영에 휘말려 자신들이 죽는 장면을 보는 환술에 걸려 몸이 굳는다. 그 사이 나루토는 거대한 뱀에게 삼켜지지만 그림자 분신을 이용해 뱀의 몸을 안쪽에서 찢고 탈출해, 사스케와 사쿠라가 숨은 곳으로 다시 돌아온다. 거대 뱀의 몸 안에서 나온 풀 마을 닌자는 여전히 7반을 노리며, 나루토와 사스케·사쿠라는 이 자를 상대로 더 이상 피할 수 없는 결전을 앞두게 된다.",
,,1,29,나루토의 반격! 난 도망치지 않아!,"풀 마을 수험생으로 위장한 적은 진짜 정체를 감춘 채 계속해서 7반을 압박하고, 살의에 짓눌린 사스케는 살아남기 위해 자신들의 두루마리를 넘겨주는 선택을 하려 한다. 사스케가 두루마리를 내밀려는 순간, 나루토가 나타나 두루마리를 낚아채고 사스케의 얼굴을 주먹으로 치며 그런 선택을 막는다. 나루토는 적에게 맞서 싸우겠다고 선언하고, 적이 소환한 거대한 뱀과의 전투에 돌입한다. 전투가 격해지는 가운데 나루토의 몸에서는 봉인된 구미의 차크라가 새어 나오기 시작하고, 나루토는 눈빛과 기척이 바뀐 상태로 뱀을 압도하는 힘을 보여 주며 뱀을 한 방에 날려버린다. 풀 마을 닌자는 나루토 안에 있는 특이한 힘을 눈치채고 흥미를 보이면서도, 여전히 상위자답게 공격을 이어가 나루토에게 큰 상처를 입힌다. 전투 도중 이 적이 사용하는 술법과 태도에서 보통 시험 참가자가 아님을 감지한 안코는 죽음의 숲 내에 이상징후가 발생했다는 보고를 받고 숲 안으로 뛰어들어, 이 침입자의 정체를 확인하려고 움직인다. ",
,,1,30,"부활하라 사륜안! 필살, 화둔 용화술","나루토가 구미의 힘을 끌어쓴 격렬한 싸움 끝에 지쳐 힘이 빠지자, 사스케가 대신 앞으로 나서 적과의 전투를 이어받는다. 사스케는 사륜안을 전개해 풀 마을 닌자가 사용하는 술법과 움직임을 읽어내며, 수리켄과 화둔을 조합한 공격으로 반격한다. 숲 속 나무들 사이를 오가며 이어지는 접전 끝에, 사스케는 와이어로 적의 움직임을 묶은 뒤 화둔·용화의 술(용의 형태로 불길을 흘려보내는 기술)을 사용해 상대를 불꽃 속에 가둔다. 이에 맞서 적은 허물 벗기 같은 기법으로 몸을 갈아치우며 살아남고, 마침내 자신이 전설의 닌자 오로치마루라고 이름을 밝힌 뒤 사스케에게 다가간다. 오로치마루는 전투 중인 사스케의 목덜미를 물어버리는 형태의 술법을 사용해 저주봉인(저주인)을 새기고, 거대한 뱀과 함께 숲 속 어둠으로 사라진다. 저주봉인이 새겨진 자리에서 검은 무늬가 퍼져나가자 사스케는 극심한 통증에 휩싸여 쓰러지고, 이미 의식을 잃은 나루토와 함께 나무 뿌리 밑에서 움직이지 못하는 상태가 된다. 숲 밖에서는 안코가 죽음의 숲 안에 오로치마루가 침입했다는 사실을 상부에 보고하려 하며, 시험장 전체가 긴장 상태로 돌입한 채 에피소드가 끝난다.",
,,1,31,송충이 눈썹의 순정! 난 죽을 때까지 널 지켜줄거야!!,"밤새 오로치마루와의 전투를 겪은 뒤, 죽음의 숲 한 구석에서 사쿠라는 나무 아래에 숨은 채 쓰러져 있는 사스케와 나루토의 상처를 혼자 돌보며 잠도 못 자고 경계한다. 그때 다가온 다람쥐를 보고 사쿠라는 반사적으로 쿠나이를 던져 쫓아보내지만, 그 다람쥐는 사실 소리마을 닌자 도스 팀이 등에 폭탄 태그를 붙여 보낸 ‘표식’이었고, 사쿠라가 모르는 사이 폭탄 태그는 다른 나뭇가지를 향해 날아간다. 잠시 후 다른 장소에서는 록록 리가 시험 도중 나뭇잎을 모두 잡는다는 자신만의 과제를 세우고 점프를 반복하다가, 등에 폭탄 태그가 붙은 다람쥐를 발견하고 태그를 뜯어내 폭발을 막는다. 한편 외곽에서는 안코가 부하들로부터 보고를 받고 오로치마루가 숲에 침입했다는 것을 감지해 추격에 나선다. 안코는 죽음의 숲 안에서 오로치마루를 따라잡아 공격하고, 서로 과거 인연과 저주봉인에 대한 말을 주고받으며 싸우지만, 오로치마루는 뱀 껍질을 벗듯 몸을 갈아치우는 술법으로 빠져나가 안코는 그를 붙잡지 못한다. 이 사이, 도스·자쿠·킨으로 이루어진 소리마을 팀은 폭탄 태그를 단 다람쥐의 냄새를 추적해 사쿠라가 지키고 있는 7반의 은신처를 찾아낸다. 사쿠라는 미리 설치해 둔 함정과 폭탄 태그, 철사줄 등을 이용해 세 명을 막으려 하지만, 도스는 자신의 음파 공격 장비가 달린 오른팔로 함정을 부수고 접근한다. 세 명이 다가와 사쿠라를 조롱하며 공격하려 하는 순간, 나뭇가지 위에서 상황을 지켜보던 록 리가 뛰어들어 세 사람을 날려버리고, “사쿠라를 지키겠다”고 선언하며 세 소리마을 닌자와 정면으로 맞선다. 리는 뛰어난 체술로 상대를 몰아붙이고, 도스를 향해 금지 기술에 가까운 비기 ‘표연 연화(초연의 연화)’를 사용하지만, 자쿠가 공기포 공격으로 충격을 상쇄해 도스는 큰 피해를 입지 않는다. 비기를 쓴 대가로 리는 몸에 큰 타격을 입고 숨이 가빠지며, 소리마을 팀과의 싸움은 계속 이어질 조짐을 보인 상태에서 에피소드는 끝난다.",
,,1,32,아름다운 사쿠라! 결의에 찬 뒷모습,"전편에 이어 록 리와 소리마을 팀의 전투가 계속된다. 리는 사쿠라를 지키기 위해 혼자 세 명을 상대로 싸우며 고속 체술을 보여 주지만, 도스의 음파 공격에 맞아 균형 감각을 잃고 귀와 내장이 흔들리는 피해를 입는다. 도스의 일격을 정면으로 맞은 리는 결국 쓰러져 의식을 잃고, 그 자리에는 이제 사쿠라만 남는다. 소리마을 닌자 중 킨은 사쿠라의 머리카락을 붙잡고, 겉모습 치장만 신경 쓴다며 사쿠라를 조롱하며 끌어당긴다. 사쿠라는 잡혀 있는 머리카락 때문에 몸을 움직이기 어렵자, 스스로 머리카락을 잘라 킨의 손에서 빠져나오고, 분신술·대체술을 섞어가며 자쿠의 팔을 칼로 베고, 몸으로 달려들어 자쿠의 팔을 물어 고정시키는 등 거칠게 저항한다. 그러나 사쿠라는 전투 경험이 부족하고 체력도 바닥난 상태라 곧 밀리기 시작해 얼굴과 몸에 상처를 입고 피를 흘리게 된다. 이 모습을 숲 근처에서 지켜보던 이노·시카마루·초지(팀 10)는 처음엔 개입을 망설이지만, 사쿠라가 끝까지 포기하지 않고 싸우는 것을 보고 결국 나서기로 하고, 팀 10이 모습을 드러내 소리마을 팀 앞에 선다. 이노는 킨을 상대로 마음전환술을 사용해 킨의 몸을 빼앗고, 시카마루는 그림자 흉법으로 자쿠를 붙잡고, 초지는 육탄전차로 도스를 밀어붙이는 등 각자의 전술을 사용해 전투가 이어진다. 소리마을 팀은 처음에는 당하지만 곧 반격해 마음전환술이 풀린 이노와, 공격에 나섰던 초지와 시카마루에게도 상처를 입히며 우세를 되찾는다. 록 리는 여전히 쓰러져 있고, 사쿠라와 팀 10은 심한 부상을 입은 채로 소리마을 팀과 팽팽하게 대치하는 상황에서 에피소드는 마무리된다.",
,,1,33,무적의 포메이션! 이노시카쵸!,"팀 10과 소리마을 팀의 싸움이 계속되면서, 이노는 여전히 킨의 몸을 일부 통제하지만 도중에 밀려나 본래 몸으로 돌아오고, 킨과 함께 잠시 전투에서 이탈한다. 시카마루는 그림자 흉법으로 상대를 묶고 초지는 육탄전차로 도스를 노리지만, 자쿠의 공기포 공격과 도스의 음파 공격이 되받아치며 셋은 점점 지쳐 간다. 이때 숲 가장자리에서 상황을 지켜보던 네지와 텐텐, 그리고 기절한 리를 찾으러 온 팀 가이의 멤버들이 교전 지역에 도착하지만, 곧 이어진 변화로 인해 직접 참전하지는 못한다. 한편 사스케는 나무 아래에서 저주봉인의 고통 속에 악몽을 꾸듯 과거 장면과 환영을 보고 있다가, 몸에서 번지는 저주무늬와 함께 눈을 뜬다. 오로치마루가 남긴 천의 저주봉인이 활성화되면서 사스케의 몸에는 검은 문양이 퍼지고, 힘과 살기가 크게 증가한다. 사스케는 천천히 전장으로 걸어 나와, 사쿠라가 피투성이가 되고 록 리, 팀 10이 쓰러져 있는 모습을 확인한다. 분노한 사스케는 사륜안을 사용하며 자쿠에게 달려들어, 공기포 구멍이 나 있는 양팔을 노리고 공격해, 관절을 꺾고 양팔을 사실상 못 쓰게 만든다. 이어서 도스를 향해도 돌진하려 하자, 사쿠라는 사스케의 눈빛과 행동이 평소와 다르고 제어되지 않는 것을 느끼고, 뒤에서 끌어안으며 그만두라고 애원한다. 사쿠라가 안긴 상태에서 사스케의 저주무늬는 점차 가라앉고, 결국 사스케는 힘이 빠져 쓰러진다. 도스는 사스케의 힘을 인정하면서도 지금 이 상태로는 더 싸우는 것이 위험하다고 판단해, 자신들이 가지고 있던 두루마리 하나를 내려놓고, 팔이 망가진 자쿠와 의식을 잃은 킨을 이끌고 숲 속으로 퇴각한다. 팀 10은 사쿠라 곁에 모여 상황을 정리하고, 이노는 사쿠라의 잘린 머리카락과 상처를 보고 복잡한 표정을 짓지만, 서로 별다른 말 없이 각자 팀으로 돌아갈 준비를 한다. 마지막에 나루토가 뒤늦게 정신을 차리고 일어나, 주변에 쓰러져 있는 동료들과 난장판이 된 주변을 보고 놀라는 장면으로 에피소드는 끝난다.",
,,1,34,아카마루 경악! 사막의 가아라,"소리마을 팀이 물러간 뒤, 7반과 팀 10, 그리고 팀 가이는 숲 속 한곳에 모여 부상자를 돌보며 잠시 휴식을 취한다. 사쿠라는 사스케와 나루토, 록 리의 상처를 다시 한 번 확인하고 붕대를 감아 주고, 나루토와 리는 의식을 되찾지만 여전히 몸 상태가 좋지 않다. 각 팀은 서로의 상태를 대략 확인한 뒤 다시 각자의 목표를 향해 움직이기로 하고 흩어진다. 한편, 다른 지역에서는 키바·히나타·시노로 구성된 팀 8이 비교적 빨리 두루마리 두 개를 확보해, 시험 시작 후 얼마 지나지 않아 탑을 향해 이동하고 있다. 이동 중, 키바의 파트너 아카마루는 숲 깊은 곳에서 흘러나오는 강한 피 냄새와 살기를 맡고 심하게 떨기 시작한다. 팀 8은 냄새를 따라가다 숲 속 공터에서 사막 마을의 가아라·테마리·칸쿠로가 비·비마을(우마을)의 3인조와 대치하고 있는 장면을 목격한다. 비 마을 닌자들이 우산과 바늘을 이용한 공격을 퍼붓자, 가아라는 자신의 모래 방어로 이를 모두 막아내고, 이어 모래관, 모래 장송과 같은 기술로 비 마을 닌자들을 잔혹하게 압살한다. 피 섞인 모래와 강한 살기에 아카마루는 겁에 질려 짖으며 숨으려 하고, 히나타와 키바, 시노는 들키지 않기 위해 관목 뒤에 숨는다. 가아라는 근처에 다른 기척이 있는 것을 감지해 팀 8 쪽을 향해 시선을 보내고 접근하려 하지만, 테마리와 칸쿠로가 시험 시간과 목표를 상기시키며 말려 세 팀은 더 싸우지 않고 이동하기로 한다. 이들은 곧장 중앙 탑까지 이동해, 두 루마리를 모두 가진 상태로 탑에 도착하고, 그 기록이 지금까지의 최단 시간이라는 사실이 안코와 감시관들에게 보고된다. 에피소드는 팀 8이 무사히 탑에 도착하는 한편, 숲 곳곳에서 다른 팀들이 여전히 사투를 이어가고 있는 장면들을 교차로 보여 주며 끝난다.",
,,1,35,훔쳐보지 마라! 두루마리의 비밀,"소리마을 팀과의 전투가 끝난 지 시간이 흐른 뒤, 나루토는 숲속 은신처에서 깨어나 자신이 꽤 오래 기절해 있었다는 것을 알게 된다. 사쿠라는 현재 시험 시작 후 나흘이 지났고 남은 시간은 하루뿐인데, 자신들이 아직 한 종류의 두루마리밖에 가지고 있지 않다는 사실을 설명해 준다. 두루마리가 하나 부족한 상황에서 초조해진 나루토는, 가지고 있는 두루마리를 열어 내용을 베껴 새로운 두루마리를 위조하자는 무리한 아이디어를 내고, 실제로 두루마리를 펴서 열려고 한다. 그때 갑자기 숲속으로 한 닌자가 나타나 나루토의 손을 막는데, 그는 이전 필기 시험과 대기실에서 모습을 보였던 카부토이다. 카부토는 시험 규칙에 “두루마리를 함부로 열어보면 안 된다”는 조항이 있는 이유를 설명하며, 실제로 다른 팀이 두루마리를 열었다가 시험이 끝날 때까지 의식을 잃는 벌을 받은 사례를 보여 준다. 이어 카부토는 자신의 팀과 떨어져 홀로 움직이는 중이라고 말하면서, 7반과 함께 탑까지 동행하겠다고 제안한다. 7반은 경계하면서도 그의 제안을 받아들인다. 네 사람은 함께 중앙 탑을 향해 이동하지만, 한참을 걸어도 지형이 비슷하게 반복되는 걸 이상하게 여기기 시작한다. 그 과정에서 카부토는 자신의 칵테일 카드와 정보력을 활용해 주변 지형과 다른 팀들의 위치에 대한 설명을 덧붙이고, 사스케는 이들이 같은 장소를 빙빙 돌고 있다는 점을 눈치챈다. 알고 보니 이 구역에는 이전에 사스케가 쓰러뜨렸던 비 마을 닌자들이 설치해 놓은 환술이 걸려 있었고, 그 때문에 7반과 카부토 일행은 계속 같은 지점 주변만 맴돌고 있었던 것이다. 환술의 존재를 알아채고 경계를 강화하는 순간, 나뭇가지와 안개 속에서 다수의 분신들이 나타나 이들을 포위하며 공격해 오고, 7반과 카부토는 중앙 탑으로 가기 위해 이 복수의 적들과 싸울 준비를 하는 장면에서 에피소드는 마무리된다.",
,,1,36,분신대결! 내가 주인공이라니깐!,"7반과 카부토는 죽음의 숲에서 비 마을(아메가쿠레) 닌자 팀 오보로의 습격을 받는다. 적들은 안개와 분신을 이용해 나루토 일행 주위에 복수의 환영을 만들어, 진짜와 가짜를 구분하지 못하게 만든다. 나루토와 사스케, 사쿠라는 처음에는 이 분신들을 실제 육체를 가진 적이라고 생각하고 싸우지만, 곧 공격이 제대로 맞지 않고 감각이 어긋나는 것으로 보아 이것이 환술에 의해 만들어진 허상이라는 것을 알아차린다. 나루토는 적을 유인해내기 위해 자신의 그림자 분신들을 사스케와 사쿠라, 카부토의 모습으로 변신시켜, 밤새도록 적의 분신들과 싸우게 만든다. 오보로 팀은 7반이 지쳐서 움직이지 못할 때를 노리려 하지만, 시간차를 두고 매복해 있던 카부토·사쿠라·사스케가 오보로 일행의 진짜 본체를 추적해 코너로 몰아붙이고, 나루토는 여전히 움직일 수 있을 정도로 차크라가 남아 있는 상태에서 전면으로 뛰어들어 세 명을 한꺼번에 가격해 쓰러뜨린다. 짧은 공방 끝에 7반은 오보로 팀을 제압하고 그들이 가지고 있던 두루마리를 빼앗는다. 이후 7반은 중앙 탑으로 이동해 카부토의 팀과 다시 만나고, 카부토와 헤어진 뒤 탑 안으로 들어간다. 이와 동시에, 카부토가 사실은 소리 마을의 스파이로, 시험 동안 모아 놓은 나루토 일행에 관한 정보를 오로치마루에게 보고하고 있다는 정황이 별도의 장면에서 드러난다.",
,,1,37,제2시험 통과! 아홉명의 신인이 다시 모였다!,"중앙 탑에 도착한 7반은 천 두루마리와 지 두루마리를 동시에 펼쳐야 한다는 안내에 따라, 두루마리를 동시에 열어 바닥에 던진다. 연막과 함께 소환술이 발동되고, 그 자리에는 나루토의 담임이었던 이루카가 나타난다. 이루카는 7반이 시간 안에 탑에 도착해 2차 시험을 통과했다고 알려 주고, 만약 숲 안에서 두루마리를 미리 열었을 경우에는 역시 자신이 소환되지만, 그때는 시험이 끝날 때까지 참가자를 기절시켜 놓는 식으로 처리되었다고 설명한다. 이어 이루카는 천 두루마리와 지 두루마리가 각각 ‘머리(지식)’와 ‘몸(실전 경험)’을 상징하며, 중닌이 되기 위해서는 두 요소를 모두 갖춰야 한다는 의미가 담겨 있다고 설명하고, 7반의 세 사람에게 다음 시험에서도 무모하게 행동하지 말고 조심하라고 당부한다. 장면은 과거 회상으로 전환되어, 이루카가 미타라시 안코에게 2차 시험이 끝난 뒤 수험생들을 직접 맞이하게 해 달라고 부탁하는 장면과, 3대 호카게가 안코의 몸에 남은 저주봉인 상태를 확인하며 오로치마루에 대해 논의하는 장면이 나온다. 그 과정에서 3대는 오로치마루가 전설의 3닌자 중 한 명이며 이미 마을을 떠난 위험한 배신자라는 점, 그리고 이번 시험에서 사스케를 목표로 하고 있을 가능성을 언급한다. 현재로 돌아와, 탑 안의 넓은 홀에는 2차 시험을 통과한 여러 팀들이 한자리에 모인다. 코노하의 루키 9(7반, 8, 10)과 팀 가이, 사막 마을의 세 남매, 카부토의 팀, 소리마을 팀 등이 모두 모습을 드러내고, 각 마을 상급 닌자와 담당 조닌들도 위쪽 난간에서 이들을 지켜본다. 3대 호카게는 수험생들 앞에서 중닌 시험의 목적을 설명하며, 이 시험이 단순한 승급 시험을 넘어 각 마을이 서로의 전력을 과시하고 견제하면서, 예전처럼 전면전을 벌이지 않기 위해 마련된 장치라는 것을 밝힌다. 연설이 끝난 뒤, 3대는 다음 시험 진행을 담당할 상급 닌자 하야테에게 진행을 맡기고 자리를 떠나고, 하야테가 기침을 하며 앞으로의 시험 방식에 대해 설명을 시작하는 지점에서 에피소드가 마무리된다.",
,,1,38,합격자를 줄여라! 제3시험 예선!,"하야테는 죽음의 숲을 통과한 팀이 예상보다 많기 때문에, 곧바로 최종 시험으로 넘어가기 전에 인원을 줄이기 위한 예선전을 치르겠다고 발표한다. 예선전은 1대1 개인전 형식으로, 질 경우 그 사람의 팀 전체가 최종 시험에 진출하지 못하게 되며, 승자는 다음 라운드로 진출하는 방식이다. 이 이야기를 듣자 카부토는 갑자기 손을 들고 기권을 선언하고, 이전 싸움에서 입은 부상 때문에 더 이상 계속할 수 없다는 이유를 댄다. 그러나 카부토는 속으로, 자신이 더 싸우다가는 본래의 정체를 숨기기 어렵게 될 수 있다고 생각하고 있다. 한편, 사스케는 죽음의 숲에서 새겨진 저주봉인의 영향으로 여전히 통증을 느끼고 있고, 사쿠라는 사스케에게 이번 예선에서 기권하라고 설득하려 한다. 하지만 사스케는 기권을 거부하고, 중닌이 되는 것 자체에는 큰 관심이 없더라도, 여기 모인 실력자들과 싸워 자신의 수준을 확인해야 한다고 말한다. 전광판에 무작위로 대진표가 표시되고, 첫 번째 경기로 사스케 대 아카도 요로이가 선정된다. 다른 수험생들이 관람석으로 올라간 뒤, 경기장에는 사스케와 요로이만 남고, 경기 시작 직전에 카카시가 내려와 사스케에게 저주봉인이 발동하면 자신이 곧바로 경기를 중단시키겠다고 경고한다. 카카시는 사스케에게 사륜안 사용을 자제하라고 말하며, 저주봉인이 확산될 경우 위험하다는 것을 알고 있다는 사실도 암시한다. 하야테의 신호로 1차 예선 첫 경기, 사스케와 요로이의 대결이 시작된다.",
,,1,39,송충이 눈썹의 질투! ‘사자 련탄’ 탄생!,"사스케와 요로이의 싸움이 본격적으로 진행된다. 저주봉인의 영향으로 사스케는 차크라를 제대로 모으기만 해도 목덜미에서 통증이 치솟아, 인술이나 환술을 사용할 수 없는 상태에 놓인다. 요로이는 손바닥을 사스케 몸에 대고 차크라를 흡수하는 술법을 사용해, 사스케가 근접전으로 싸우려 해도 접촉하는 순간 힘이 빠져 나가도록 만든다. 사스케는 차크라를 크게 쓰지 않고도 쓸 수 있는 체술 위주로 싸움을 풀어야 하는 상황이고, 요로이는 사스케의 속도와 움직임을 어느 정도 따라잡으면서 조금씩 차크라를 빼앗아 간다. 점점 불리해지던 사스케는 예전에 록 리에게 당했던 체술을 떠올리고, 그 동작을 응용해 새로운 연속 공격 기술을 만들어 낸다. 사스케는 기습적으로 요로이를 공중으로 차 올린 뒤, 내려오는 타이밍에 맞춰 연속 발차기와 회전 공격을 이어서 적을 지면으로 내리꽂는 기술을 성공시키고, 이 기술을 ‘사자연탄(라이언 콤보)’으로 완성한다. 요로이는 이 일격을 맞고 전투 불능 상태가 되어 쓰러지고, 하야테는 사스케의 승리를 선언한다. 경기 직후 저주봉인이 반응하며 사스케의 몸에 무늬가 퍼지려 하자, 카카시는 곧바로 사스케를 데리고 경기장을 떠나 별도의 방으로 이동한다. 그곳에서 카카시는 봉인진을 이용해 사스케의 저주봉인 위에 새로운 봉인을 덧씌우는 ‘봉인술(악영인 봉인)’을 시행해, 사스케가 자신의 의지로 저주봉인의 힘을 억누르지 않는 한 발동하기 어렵게 만든다. 봉인을 끝낸 뒤 카카시가 방을 나가려 할 때, 복도에 오로치마루가 모습을 드러내며 그 앞을 막아서고, 두 사람은 짧은 대화를 나누며 서로를 견제한다. 한편, 경기장 쪽에서는 다음 예선 매치로 시노 아부라메와 소리마을 닌자 자쿠 아부미의 대결이 시작되는 장면이 이어지며 에피소드가 끝난다.",
,,1,40,일촉즉발!! 카카시 대 오로치마루,"카카시는 별도의 방에서 사스케의 저주봉인 위에 봉인술을 완전히 마무리하고, 봉인의 힘은 사스케 자신의 의지에 달려 있다고 설명한다. 그 직후 오로치마루가 방 안으로 나타나 카카시와 마주서고, 카카시는 뇌둔술 ‘뇌둔·치도리(라이튼·치도리)’를 사용할 태세를 취하며 오로치마루를 죽이겠다고 말하지만, 오로치마루는 이를 가볍게 흘려듣고 여유 있는 태도를 보인다. 짧은 대치 끝에 오로치마루는 이번에는 직접 싸우지 않고 물러나겠다고 하며 방을 떠나고, 카카시는 그가 떠난 뒤에야 자신 혼자서는 오로치마루를 쓰러뜨리기 어렵다는 사실을 스스로 인정한다. 동시에 경기장에서는 시노와 자쿠의 예선 경기가 진행된다. 자쿠는 팔의 공기 구멍에서 고압의 공기와 음파를 쏘는 공격을 사용해 시노를 몰아붙이고, 양팔이 이미 망가진 줄 알았던 자쿠가 두 팔을 모두 사용하는 모습을 보인다. 그러나 시노는 싸움 중에 자신의 벌레들을 자쿠의 팔 안쪽 구멍으로 침투시켜 내부를 막아 놓았고, 자쿠가 양팔로 큰 공격을 시도하자 그 압력이 빠져나가지 못해 팔 안쪽에서 큰 충격이 일어나 양팔을 더 이상 쓸 수 없게 만든다. 자쿠는 쓰러지고, 시노가 승자로 선언된다. 이어서 다음 대진으로 사막 마을의 칸쿠로와 코노하의 미스미 츠루기가 지목된다. 경기 시작 후, 미스미는 자신의 몸을 유연하게 늘려 칸쿠로의 몸을 감아 올리고, 관절을 탈구시키는 기술로 칸쿠로의 목을 조여 항복을 요구한다. 겉으로 보기에는 칸쿠로의 목이 ‘꺾이는’ 장면이 연출되지만, 곧 그 몸이 실제 칸쿠로가 아니라 인형이라는 것이 드러난다. 칸쿠로는 등에 메고 있던 포대 속에서 모습을 드러내고, 그가 조종하고 있던 인형 ‘카루아스’가 몸을 비틀어 미스미를 압박해 뼈가 부러질 정도의 충격을 준다. 미스미는 더 이상 싸울 수 없게 되고, 칸쿠로의 승리가 선언된다. 에피소드 마지막에는 경기장 위쪽 복도에서 방금 전 마주쳤던 카카시와 오로치마루의 대치가 다시 한 번 짧게 비춰지며, 예선전의 다음 경기를 예고하는 장면으로 마무리된다.",
,,1,41,라이벌 격돌! 최선을 다해 싸워라!,"예선전이 계속되는 가운데, 먼저 칸쿠로와 미스미의 대결이 진행된다. 미스미는 관절을 자유롭게 탈구하는 능력을 이용해 몸을 뱀처럼 늘려 칸쿠로의 몸을 감고 목을 꺾으려 한다. 그러나 미스미가 붙잡은 대상은 실제 칸쿠로가 아니라 칸쿠로가 등에 메고 있던 인형 ‘카루아스’였고, 진짜 칸쿠로는 이미 포대 속에서 인형을 조종하고 있었다. 인형이 몸을 틀어 미스미를 조여 목이 꺾이는 듯한 장면이 연출되고, 미스미는 전투 불능이 되어 칸쿠로의 승리로 끝난다. 이어서 네 번째 경기로 사쿠라와 이노의 대결이 발표된다. 두 사람은 어릴 적부터 같은 반이었고, 시험장 안에서는 7반과 이노·시카마루·초지의 팀 10, 그리고 주변 동기들이 둘의 관계를 언급하며 지켜본다. 경기 시작 후 사쿠라와 이노는 기본적인 체술과 도구를 주고받으며 탐색전을 벌이고, 서로의 공격을 비슷한 수준으로 받아넘긴다. 관중석에서 네지와 텐텐은 두 사람의 타이즈를 평가하며 아직 진지하게 싸우지 않는다고 말하고, 시합은 점점 감정 싸움에서 실제 승부로 옮겨갈 기세를 보인다. 말다툼이 오간 끝에 사쿠라는 이마 보호대를 머리에 제대로 고쳐 매고, 이노 역시 허리에 차고 있던 보호대를 머리로 옮겨 쓴 뒤, 두 사람은 진짜 승부를 보겠다는 듯 서로를 향해 뛰어들며 에피소드는 끝난다.",
